,ROLES,Companies,Experience,Salary,Location,Skills,Search,Clean_data,Title_new
122,data scientist - insurance - iim/ iit/ nit,Huquo Consulting Pvt. Ltd,6-11 ,,Delhi NCR,"data science,data scientist,artificial intelligence,data management,machine learning,statistics,analytics,python","data scientist - insurance - iim/ iit/ nit,Delhi NCR",data scientist insurance iim iit nit delhi ncr,Scientist
123,lead data scientist,Bigshyft Hiring for Sprinklr,2-5 ,800000 - 1800000 ,Delhi NCR,"natural language processing nlp,deep learning,python","lead data scientist,Delhi NCR",lead data scientist delhi ncr,Lead
124,mgr - data scientist ( immediate joinees only _ 15 days ),Pylon Management Consulting Pvt Ltd,6-9 ,,"Gurgaon, Noida","ogistic regression,time series analysis,cluster analysis,deep learning,advanced analytics,python,client engagement,statistical modeling","mgr - data scientist ( immediate joinees only _ 15 days ),Gurgaon, Noida",mgr data scientist immediate joinees day gurgaon noida,Scientist
125,lead - data scientist - banking domain - iit/nit/bits,Huquo Consulting Pvt. Ltd,4-8 ,,Delhi NCR,"data science,team leading,nlp,data scientist,data management,data mining,data visualization,text mining","lead - data scientist - banking domain - iit/nit/bits,Delhi NCR",lead data scientist banking domain iit nit bit delhi ncr,Lead
126,data scientist - kpo,NovoTree Minds Consulting Pvt. Ltd.,4-8 ,,Gurgaon Gurugram,"data science,nlp,data scientist,data management,statistical modeling,big data,machine learning,sql","data scientist - kpo,Gurgaon Gurugram",data scientist kpo gurgaon gurugram,Scientist
127,associate vice president - data scientist - iit/nit/iim/xlri,Huquo Consulting Pvt. Ltd,8-12 ,,Delhi NCR,"java,python,machine learning,cloud,big data,data science,nlp","associate vice president - data scientist - iit/nit/iim/xlri,Delhi NCR",associate vice president data scientist iit nit iim xlri delhi ncr,Scientist
128,immediate opportunity for data scientist,RANDSTAD INDIA PVT LTD,4-8 ,1600000 - 3100000 ,"Mumbai, India","hive,scala,big data,spark,tableau,aws,python,sql","immediate opportunity for data scientist,Mumbai, India",immediate opportunity data scientist mumbai india,Scientist
129,data scientist - bi,Medline Industries India Pvt. Ltd.,5-10 ,90000 - 300000 ,India,"python,testing,oracle,tableau,azure,data science","data scientist - bi,India",data scientist bi india,Scientist
130,data scientist lead / manager / python / go,ExecBoardinAsia,5-10 ,,Pune,"machine learning,analytics,python","data scientist lead / manager / python / go,Pune",data scientist lead manager python go pune,Lead
131,data scientist,Hi-Tech iSolutions LLP,3-8 ,500000 - 1500000 ,"Pune, Ahmedabad","multivariate analysis,matplotlib,scipy,decision tree,kmeans,regression,hypothesis testing,anova","data scientist,Pune, Ahmedabad",data scientist pune ahmedabad,Scientist
132,trainee-freshers-machine learning-ai-data scientist,Aficionado Technologies Pvt Ltd,0-0 ,,Bengaluru(BTM Layout),"python,machine learning,tensorflow,nlp,keras,knn,machine learning","trainee-freshers-machine learning-ai-data scientist,Bengaluru(BTM Layout)",trainee fresher machine learning ai data scientist bengaluru btm layout,Scientist
133,lead data scientist,Nore Consulting,6-10 ,,Trivandrum,"esting,data science,machine learning,keras,bayes,svm,hive mq","lead data scientist,Trivandrum",lead data scientist trivandrum,Lead
134,data scientist - process excellence & analytics,Huquo Consulting Pvt. Ltd,2-4 ,,Delhi NCR,"data science,predictive modeling,data scientist,process excellence,data analytics,statistics,machine learning,analytics","data scientist - process excellence & analytics,Delhi NCR",data scientist process excellence analytics delhi ncr,Scientist
135,data scientist - solution engineering - bpo/ ites,Market Scope,20-26 ,,India,"bpo,customer service,data science,automation,process automation,data scientist,artificial intelligence,data management","data scientist - solution engineering - bpo/ ites,India",data scientist solution engineering bpo ites india,Scientist
136,python data scientist - banking/ retail domain - iit/ iim/ isi/ dse,Huquo Consulting Pvt. Ltd,1-5 ,,Delhi NCR,"data science,nlp,sas,data scientist,data management,data analytics,statistics,analytics","python data scientist - banking/ retail domain - iit/ iim/ isi/ dse,Delhi NCR",python data scientist banking retail domain iit iim isi dse delhi ncr,Scientist
137,python data scientist - banking/retail domain - iit/iim/isi/dse,Huquo Consulting Pvt. Ltd,1-5 ,,Delhi NCR,"data science,nlp,sas,data scientist,data management,data analytics,statistics,analytics","python data scientist - banking/retail domain - iit/iim/isi/dse,Delhi NCR",python data scientist banking retail domain iit iim isi dse delhi ncr,Scientist
138,data scientist - solution engineering - bpo/ites,Market Scope,21-26 ,,India,"oracle,sap,rpa,automation,process automation,sap,artificial intelligence","data scientist - solution engineering - bpo/ites,India",data scientist solution engineering bpo ites india,Scientist
139,principal data scientist,Bigshyft Hiring for DirecTech Labs,8-13 ,5000000 - 7000000 ,Delhi NCR,"atistical modelling,machine learning,python,sql,predictive analytics","principal data scientist,Delhi NCR",principal data scientist delhi ncr,Scientist
140,data scientist / data analyst,Bloom Consulting Services,6-11 ,,Bengaluru,"computer science,sas,consulting,data analyst,perl,business solutions,ruby,performance improvement","data scientist / data analyst,Bengaluru",data scientist data analyst bengaluru,Scientist
141,sr. data scientist / machine learning expert,Bidgely Technologies Private Limited,4-6 ,,Bengaluru,"product management,computer science,data analysis,statistical analysis,analytical,machine learning,intellectual property,data mining","sr. data scientist / machine learning expert,Bengaluru",sr data scientist machine learning expert bengaluru,Scientist
142,"senior data scientist, machine learning",ExecBoardinAsia,11-15 ,,Bengaluru,"prototype,analytical,machine learning,packaging,model development,analytics","senior data scientist, machine learning,Bengaluru",senior data scientist machine learning bengaluru,Lead
143,data analyst / data scientist,Veda Semantics,3-5 ,,Bengaluru,"health insurance,analytical,relationship building,machine learning,data collection,wellness,business development executive,customer service","data analyst / data scientist,Bengaluru",data analyst data scientist bengaluru,Scientist
144,data scientist- ai,CHANGE LEADERS CONSULTING,2-6 ,,India,"python,data science,machine learning,aws,pyspark,python,model building","data scientist- ai,India",data scientist ai india,Scientist
145,trainer - data scientist/ aiml engineer:,AI Cyber Solutions Private Limited,4-8 ,,India,"pytorch,tensorflow,cnn,rnn,nlp,spacy,machine learning,scikit-learn","trainer - data scientist/ aiml engineer:,India",trainer data scientist aiml engineer india,Scientist
146,hiring for data analyst & data scientist in abroad,Esse Immigration Pvt Ltd.,2-7 ,2500000 - 4000000 ,Canada,"data management,data mining,data integration,sql,data quality,excel,data manipulation,analysis","hiring for data analyst & data scientist in abroad,Canada",hiring data analyst data scientist abroad canada,Scientist
147,"senior data scientist, rider analytics",Uber,5-10 ,,Bengaluru,"computer science,product engineering,data science,management,hypothesis testing,statistics,analytics,sql","senior data scientist, rider analytics,Bengaluru",senior data scientist rider analytics bengaluru,Lead
148,data scientist with computer vision experience,MLAI Digital,4-6 ,,Anywhere in India,"python,pytorch,tensorflow,pattern recognition,opencv,caffe,keras","data scientist with computer vision experience,Anywhere in India",data scientist computer vision experience anywhere india,Scientist
149,data scientist,Fragma Data systems Pvt. Ltd.,4-8 ,1000000 - 2000000 ,Vadodara,"python,machine learning,azure,azure,advanced analytics,spark,machine learning","data scientist,Vadodara",data scientist vadodara,Scientist
150,data scientist/data analyst,Fujiyama Software Solutions Pvt. Ltd.,5-7 ,,Hyderabad,"java,python,testing,data science,aws,tableau,azure","data scientist/data analyst,Hyderabad",data scientist data analyst hyderabad,Scientist
151,data scientist/data analyst/data engineering,Similarityx solutions private limited,0-2 ,225000 - 300000 ,"Chennai, India","python,tableau,data management,data analysis,oracle,data mining,hadoop","data scientist/data analyst/data engineering,Chennai, India",data scientist data analyst data engineering chennai india,Scientist
152,immediate opening for lead data scientist with am mnc for pune/bang,Cemetrix IT Services Pvt Ltd (V-Pact),6-10 ,1500000 - 3000000 ,India,"machine learning,data science,computer vision,machine learning,deep learning","immediate opening for lead data scientist with am mnc for pune/bang,India",immediate opening lead data scientist mnc pune bang india,Lead
153,"sr. data scientist - r, python, machine learning",Datametica Solutions Pvt. Ltd.,4-6 ,,Pune,"r,sas,gcp,data scientist,cloud,big data,machine learning,aws","sr. data scientist - r, python, machine learning,Pune",sr data scientist r python machine learning pune,Scientist
154,data scientist - machine learning/nlp,Knowledge Foundry,1-3 ,,"Anywhere in India, Multiple Locations","nlp,algorithms,business analytics,data scientist,machine learning,deep learning,python","data scientist - machine learning/nlp,Anywhere in India, Multiple Locations",data scientist machine learning nlp anywhere india multiple location,Scientist
155,machine learning data scientist,Xamplay,3-7 ,,Bengaluru,"machine learning,data visualization","machine learning data scientist,Bengaluru",machine learning data scientist bengaluru,Scientist
156,data scientist / data analyst,CARS24,1-5 ,,Gurgaon Gurugram,"data science,predictive modeling,r studio,data scientist,data management,big data,tableau,data analytics","data scientist / data analyst,Gurgaon Gurugram",data scientist data analyst gurgaon gurugram,Scientist
157,senior data scientist,Boston Consulting Group,1-2 ,,India,"computer science,analytical skills,advanced analytics,sds,data science,artificial intelligence,machine learning,management consulting","senior data scientist,India",senior data scientist india,Lead
158,senior data scientist – business planning at piramal consumer finance,Piramal,5-8 ,,Mumbai,"data science,business intelligence,business planning,machine learning,analytics,predictive analytics","senior data scientist – business planning at piramal consumer finance,Mumbai",senior data scientist business planning piramal consumer finance mumbai,Lead
159,data scientist / ml engineer - permanent role,Onward Technologies Limited,7-12 ,,Mumbai,"python,data science,machine learning,pytorch,tensorflow,nlp,relational databases","data scientist / ml engineer - permanent role,Mumbai",data scientist ml engineer permanent role mumbai,Scientist
160,applied data scientist,Spectrum Talent Management Pvt. Ltd,0-4 ,500000 - 1500000 ,Bengaluru,"python,data science,machine learning,artificial intelligence,data science,c++,algorithms","applied data scientist,Bengaluru",applied data scientist bengaluru,Scientist
161,data analyst/ data scientist,SEABIRD LOGISOLUTIONS LIMITED,2-5 ,275000 - 325000 ,Delhi NCR(Jasola),"power bi,advanced excel,sql,excel powerpoint,data analysis,database design,data mining,data collection","data analyst/ data scientist,Delhi NCR(Jasola)",data analyst data scientist delhi ncr jasola,Scientist
